 71 8
     1   D    2.7625088735E-03
 -8.3688920461E-01 -7.8169618275E-03  1.4189692273E-03  1.9277730538E-02 -6.5605748851E-04 -1.0891719534E-02
 -1.0988559418E-02 -1.1284664464E-02  1.1044509610E-02 -4.2311776620E-04 -3.5320058306E-03 -1.1634773942E-04
 -8.5312974222E-03 -3.4762670308E-03  7.2514454896E-03 -1.6969640323E-03 -4.4394370584E-03  5.1282429281E-03
  1.2205441837E-04 -3.2296341037E-04 -4.1724790923E-04 -1.6441630846E-02  3.4154327944E-03 -2.1135988201E-03
  1.1865702309E-02 -1.2796852621E-03  5.7438670420E-04  1.7751363924E-03  2.1318021208E-03  1.5182410532E-03
 -9.9804324954E-03  2.3970839516E-03 -6.2722986844E-04  5.9378044404E-03  3.6962885688E-04 -2.9445799362E-03
  2.9955692306E-03 -4.3158672953E-03  1.3206963120E-04  2.6840784764E-03  1.9470357507E-04 -1.0521626569E-02
 -1.8049137580E-03  4.5341737113E-03 -4.4992130730E-03  8.1419137439E-04  3.2585125013E-03  1.2061839429E-05
  2.5353270341E-03 -5.0437969256E-03  1.6560805081E-03  1.0562713463E-03  5.4505836084E-04 -1.4364269772E-03
  6.8029867293E-03  1.7624644193E-03  2.2542825005E-03  2.2589589794E-03 -5.0435450402E-04  1.0935826039E-02
  5.5595650342E-03  2.0018904012E-03  1.3272395487E-03  1.2642882249E-03 -6.0817183435E-04  5.5439580341E-03
  1.9336166694E-03  2.2509661640E-03 -7.6632901214E-04  1.1815977506E-02  2.9381677597E-03
     2   D    1.5181339467E-01
 -1.1630476788E-04  9.9526739533E-01 -1.2884608295E-02  3.7955357021E-02  1.1734747994E-03 -1.2549692847E-02
 -5.5843895614E-03  1.8971843906E-02 -2.5576607475E-02  3.2903622123E-03  1.3339577455E-02  6.2896286629E-04
  5.4005076735E-04  2.4303367233E-03 -1.8593078091E-02  3.7463979981E-03  8.4182657442E-03 -8.0720404551E-03
  1.9551963672E-03  1.2820964131E-03  1.9237925297E-03  2.2888812288E-02 -2.7977442546E-03  2.1131828933E-04
 -4.8559937766E-03  3.5887312298E-03 -6.1625262634E-05 -6.8662321746E-03 -8.7094795624E-04  1.7710295038E-03
  1.4768941921E-02 -1.1957390866E-03  7.2156462742E-04 -8.6654544422E-03  1.7663898835E-03  2.9146985607E-03
  1.8988594720E-03  1.1913896430E-02 -2.4074836221E-04 -3.0869847188E-03  4.8657912554E-04 -6.2494248511E-03
 -1.6796443101E-04  6.1453453775E-03  3.6488724945E-03 -2.1447263154E-04  2.2096199795E-04  5.8259274935E-04
  2.5168251098E-03  4.3191209899E-03  1.2362471166E-03 -1.8874020811E-05 -4.1949743279E-03 -4.1833152622E-04
  3.3736176163E-03  6.0652114859E-03 -6.7211787228E-03  2.3072362156E-03 -1.7906631650E-03  1.0055188833E-02
  6.0972148765E-03  2.8100878023E-03  1.1876204142E-03  9.4522372269E-04 -2.4805085290E-03  1.2878857784E-03
  3.2350737889E-03  2.0265558258E-03 -1.9341573673E-03  7.8418943798E-03  4.4880351516E-03
     3   D    1.6792035957E-01
 -2.1593899165E-05 -1.1781189524E-02 -1.0010884695E+00 -5.5317284029E-03  5.0505247286E-03 -2.6639176710E-02
  8.9322173188E-03 -9.7933195477E-04 -5.5930802418E-03 -1.9745797884E-04  1.1980147951E-02  1.0834206186E-03
  3.1098209121E-02  7.6698939656E-03  3.2290985052E-03  2.5153586662E-03  1.6394355358E-03  1.0762019037E-03
  1.4905865956E-04  4.6172764320E-04 -2.0722836557E-03  1.0164690569E-02 -1.1282193734E-02  4.7099005976E-03
 -1.3938405814E-02  1.7106402643E-03 -1.9290174167E-04 -1.2892470638E-02 -4.9423810271E-03  4.3781048196E-04
 -3.1322732302E-04 -1.3284595305E-03 -4.4170536742E-04 -2.9032272020E-03  1.6691437681E-03  1.1526816627E-02
 -3.4047176537E-03  1.6410401816E-02  2.7669688015E-04 -1.7055371323E-03  1.8878808797E-04 -4.8576650491E-04
  2.4401957973E-03  5.7542826470E-03  4.9875963018E-04 -3.1557476945E-04 -4.3334252424E-03  9.4166108947E-05
 -3.6931076835E-03 -1.0571053875E-04 -1.6474936922E-03 -3.9198333073E-04 -2.4681438003E-03  1.7417309972E-03
  8.8553337581E-04  1.6175232903E-03 -7.9646865410E-05 -1.1317060520E-03 -8.3481754417E-05 -2.6896121873E-03
 -8.9925385797E-04  1.8023406506E-03 -4.4413067703E-04 -6.0967575319E-04 -4.0843176091E-03 -7.5853937151E-03
  1.1475798223E-03 -7.0929908078E-04 -5.3270069142E-03 -5.5122942622E-03  1.0516163532E-03
     4   D    2.3773829829E-01
 -1.8766938225E-04  2.4026920393E-02  3.5918854594E-03 -9.8311487958E-01  7.2092499094E-03 -3.0043656854E-02
