 
  Energy       1     7.5171691142E-02 eV  D
 
  Transition         Weight        KS [eV]
 =============================================
    5   ->    10 U   0.00002306    21.98350200
    6   ->    12 U   0.00002238    25.40919335
    1   ->    10 D   0.00001373    32.61604992
    3   ->     9 D   0.00001290    20.34711704
    1   ->    11 U   0.00000788    34.42585177
    4   ->     9 D   0.00000522    18.65788308
    5   ->    12 U   0.00000516    29.03896655
    5   ->     7 D   0.00000422     4.10010468
    4   ->    10 D   0.00000269    22.21748572
    2   ->    12 U   0.00000240    33.91405790
    2   ->     7 D   0.00000240     8.91636418
    5   ->    11 U   0.00000193    23.70216091
    6   ->    11 U   0.00000086    20.07238771
    4   ->     7 D   0.00000032     4.58455546
    6   ->     7 D   0.00000002     0.05264973
    7   ->    11 U   0.00000001    19.24189504
    1   ->    11 D   0.00000000    34.20516469
 
