 
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    D<S*S>
 
 ================================================================================
 
      0.075        0.00007796      6   ->     7        1.000       0.053     0.002
      4.131        0.00741687      5   ->     7        1.000       4.100     0.001
      4.569        0.00039886      4   ->     7        1.000       4.585     0.004
      6.469        0.06195629      3   ->     7        1.000       6.274     0.001
      8.900        0.01322097      2   ->     7        1.000       8.916     0.017
     10.958        0.00767029      7   ->     8        0.904      11.253     1.909
     11.949        0.06606703      6   ->     8        0.795      12.084     0.083
     12.206        0.10681061      6   ->     8        0.819      12.084     0.034
