 36 8
     1   S    1.3907930963E-01
  1.1582174199E-01  9.8224041185E-01 -5.8020491833E-03 -3.9450516481E-03 -2.4425831823E-04  2.9277901208E-04
  3.2386358321E-03 -4.7875303556E-04  1.9363423736E-03 -2.5865824155E-03 -2.2543131723E-02 -1.4326781107E-03
 -3.3880449029E-03 -3.9782148561E-03 -1.6153832729E-03 -7.7421896384E-03  2.1713744990E-03  2.6026891764E-02
 -1.4392711692E-02  2.3930503350E-03 -4.8138319534E-04 -4.5188034215E-03 -2.9891045295E-03 -8.9073363098E-03
  5.1208924676E-04  9.6851316704E-03 -6.7928921367E-04  7.3182589711E-03  1.0821026306E-02  3.4125665274E-03
  7.8853326815E-03 -3.1426660693E-03  3.7371826098E-04  1.6020453022E-03 -2.6183209324E-05 -3.2174709996E-04
     2   S    1.6719690025E-01
 -8.2662564998E-01  1.0517304557E-01  3.4013323977E-01  2.5399550569E-02 -1.6489760255E-02 -8.2624903207E-04
  1.4313072157E-02  1.0180303773E-02 -4.9160732987E-02  6.7249202838E-03  6.6320496437E-03 -6.2938887443E-03
  9.8856722826E-02  1.5896633034E-03 -1.6350261374E-02  4.6917393679E-03  5.3045128714E-03 -3.3141099648E-03
 -1.3215071728E-04  3.0548977293E-02 -1.6545872963E-02 -3.5805401063E-02  2.1404168883E-02 -1.1333027602E-03
  1.1679998563E-02  5.5201480182E-03  1.4170224427E-02  6.0064584724E-03 -1.4086711295E-02 -4.8293527729E-03
  2.8405623896E-03  5.2289720878E-02 -2.4281716546E-03  2.2835917758E-02  9.8306094141E-03  1.7585261069E-02
     3   S    2.3290031852E-01
  2.1152764383E-01 -2.3591136926E-02  9.1418296665E-01 -1.4451003858E-01  9.3393732568E-03 -1.7570866132E-03
 -3.5654744229E-02 -7.6284915025E-03  4.5005893569E-02 -8.9706954518E-03 -4.7550558600E-03  1.7029391689E-03
 -8.8636194276E-02 -4.2595815432E-03  1.5142251218E-02  2.2483145392E-03 -5.0501945981E-03  4.1168908070E-03
  1.8038828288E-03 -3.0578360401E-02  1.4241275603E-02  2.9515373553E-02 -1.5554107870E-02  9.6524313395E-04
 -9.3970045382E-04 -2.0054082036E-03 -1.5228590510E-02 -3.6139069815E-03  9.8154283957E-03  1.3817595672E-02
 -2.2388400891E-03 -4.5445765156E-02  1.4267602073E-03 -1.8152129810E-02 -1.0651890255E-02 -1.3291447458E-02
     4   S    2.4426707759E-01
 -4.3886120643E-02  2.8995129350E-03 -1.2121988538E-01 -9.8708699587E-01 -2.7942617354E-03 -9.4111330472E-04
  9.3419228699E-03  1.2943238608E-03 -9.8346924867E-03  4.5666542891E-03  1.6035958117E-03  3.2752874244E-04
  2.5184997516E-02 -1.6121906683E-04 -4.5620136646E-03  2.1929587657E-03  3.6138380230E-04 -8.4587738742E-03
  7.5543279302E-03  1.3357926581E-03 -3.6058361576E-03 -8.4608210642E-03  9.6160804799E-04 -4.4222936693E-03
 -1.7537238461E-03 -7.0684508236E-04  3.1006105218E-03  1.1280023243E-02  9.0790396441E-04 -4.2664735957E-03
  3.3092010466E-03  7.8553466741E-03 -1.6327426764E-03  9.5543609258E-03  3.5236392176E-03  2.6960349588E-03
     5   S    3.6996366019E-01
 -7.2385942572E-03  1.0142936780E-03 -3.1766771470E-03 -7.9454462342E-04  9.9701308210E-01 -3.2245408108E-03
 -2.5408739668E-02  6.7119529306E-04 -7.8191779763E-03 -8.8515311254E-03  2.7910708597E-03 -1.8272886610E-02
  8.3426219280E-03  4.3702151832E-03 -9.0050580822E-04  1.4928700926E-02  6.4447604359E-04  4.0437586661E-03
  1.3152953289E-03 -1.2097226956E-03 -1.2594093014E-04 -5.1689289141E-03 -5.7622494089E-03 -6.8364433560E-05
  1.3928901596E-02  2.7932872519E-03  5.0886946142E-03  2.3486796444E-03 -1.7916312056E-03  1.0411994855E-02
  3.4693477179E-04  6.3642780622E-03 -7.5325132029E-03  4.8281182066E-03 -2.5789420018E-03 -3.6524300616E-03
     6   S    5.4667767778E-01
  3.7705793535E-04 -3.8899442158E-05  8.3130302469E-05  5.7338880057E-04 -8.1936762895E-04 -9.9704960922E-01
  7.4437338367E-02 -1.9596916736E-03  1.9085552098E-03 -2.0782626315E-03  1.4437524570E-03  1.2180898145E-03
 -6.0784191331E-03  2.0847748275E-03  1.0345125673E-03 -3.2375104526E-03  3.3562829777E-04  2.4449060815E-03
 -3.8912285244E-03  3.3079631457E-03  5.3524784121E-04  2.1475561684E-03  3.9428321065E-04  2.6853880457E-03
 -1.3655200479E-03 -6.8313601136E-04  6.3538068100E-04 -5.4339541948E-03 -1.2463310409E-03 -1.5115618224E-03
 -1.6440567630E-03  6.0171543932E-04  6.5429555811E-04 -2.6862132394E-03 -1.4377620239E-04 -3.6721353778E-04
     7   S    5.7080472280E-01
  2.1746764399E-03 -3.5431275547E-04  2.6608079581E-03  1.3832346652E-04  3.0641145267E-03  1.4611308701E-02
  2.1936768395E-01  9.6837259090E-01  8.4534206582E-02 -5.8711899223E-02  8.4634269582E-03 -2.3753509242E-02
 -2.7776182423E-02  2.6848566673E-03  4.7305792070E-03  1.8271583605E-02 -1.4653089520E-03  7.1639622671E-04
  4.3760494766E-03 -1.0495539417E-02  3.4360998785E-03  3.4822295046E-03 -7.4595932415E-03  7.0774593798E-04
  1.1351905166E-02  9.1066447546E-04 -3.4659633534E-04  1.2323173942E-03 -1.6606710661E-04  1.0280987592E-02
 -6.3192662293E-04 -4.8683042681E-03 -4.4301614095E-03 -1.4400960031E-05 -3.5299735516E-03 -4.0563897282E-03
     8   S    5.7662369102E-01
 -1.6886499226E-03  8.5159874502E-04 -7.5212057644E-03 -1.0064420304E-03 -1.3576381755E-02 -6.7262675714E-02
