 
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    Sym.
 
 ================================================================================
 
      3.785        0.00933720         5   ->     7        1.000       3.707      S
      4.550        0.06749911         6   ->     7        0.986       3.483      S
      6.338        0.10020501         4   ->     7        0.998       5.938      S
      6.647        0.00900972         3   ->     7        1.000       6.613      S
     10.067        0.00488905         2   ->     7        1.000      10.020      S
     14.876        0.00034590         6   ->     8        1.000      14.871      S
     15.532        0.00612581         1   ->     7        0.999      15.528      S
     15.691        0.19199200         5   ->     8        0.995      15.095      S
