 
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    Sym.
 
 ================================================================================
 
      5.890        0.00089452         6   ->     7        0.999       5.822      S
      8.614        0.25063019         5   ->     7        1.000       7.110      S
      8.763        0.00400410         4   ->     7        1.000       8.757      S
      9.773        0.01215192         3   ->     7        1.000       9.748      S
     12.472        0.00010465         2   ->     7        1.000      12.468      S
     16.353        0.41302144         6   ->     8        1.000      15.858      S
     17.206        0.05334249         5   ->     8        1.000      17.146      S
     18.942        0.03599598         4   ->     8        0.973      18.792      S
