 36 8
     1   S    2.4378131895E-02
  9.6176053678E-01  4.3767743129E-03 -2.4508647511E-03  5.5263773762E-02 -3.7930219627E-03  7.3829630698E-04
 -4.8398712113E-03  2.0605568874E-03 -6.7714424320E-03  1.0191483680E-03 -5.7366203348E-03  7.2890600739E-03
  1.1733275193E-02  5.1965164000E-03  5.2959101752E-03  9.9699132186E-05  1.7941242847E-03 -5.7882984527E-03
 -3.0917710632E-03 -3.1551478108E-03 -7.3175234535E-03  1.1408313328E-02 -1.1841556386E-03  2.6719523581E-03
  4.8160297295E-04  3.9277648660E-03  2.5888541609E-03 -2.5492224886E-03 -4.4017449577E-03 -5.1638276043E-03
 -5.8374045812E-03  9.7609438331E-04  7.0021598497E-04  7.9778340268E-03 -5.6813412247E-03  6.2300134356E-03
     2   S    1.7792910613E-01
  7.8827318273E-06  9.9375793898E-01 -9.1100132685E-04 -8.8555887371E-02 -2.8042503484E-03  1.3860855112E-03
  1.0345877295E-03  9.1248527655E-03 -6.0111088294E-04 -4.0681914353E-03 -3.3012954870E-03  1.1064913823E-02
  1.7156438884E-04  3.3949746179E-04  7.4664168875E-03  1.0484720690E-03 -6.2337234785E-03  5.0432580936E-03
  4.8951062457E-03  7.0141971781E-04 -1.8102632314E-03 -3.4826893461E-03 -7.7064937654E-04  8.4485012819E-03
  1.8135530239E-03  1.9670530919E-03 -2.0867289971E-03  3.3975984306E-03 -2.7256847153E-03 -1.5112451263E-03
  3.4476339458E-03  1.9224881203E-03  1.1988138181E-03  5.9425075364E-04  3.4105769718E-03 -1.4342629651E-03
     3   S    1.9079405001E-01
 -5.4194968199E-05  5.1050040161E-03  9.9540290011E-01  5.3178860906E-02  3.8547840220E-03 -4.1099940616E-03
  1.1983350924E-03  8.1939013506E-03  1.9299670246E-03  1.5363798431E-03  1.6686525527E-03  8.1896954800E-03
  7.0631772827E-03 -1.2258441193E-03  5.8156302058E-03  2.9886008852E-03  1.3430964669E-03 -5.2579698541E-04
 -1.0839574369E-03  2.6587787448E-03  6.4761695900E-04 -9.2883953176E-03  5.2138421940E-03  3.6921562604E-04
  7.9498331748E-03  3.1067006720E-03  2.7204188270E-03 -4.3765739840E-03  8.2986050307E-03  3.7144320648E-03
  3.3180652961E-03  3.0810872111E-04  3.7234655451E-03 -1.6312290483E-03 -5.4019286512E-03 -2.2669955583E-03
     4   S    2.2210007176E-01
 -6.1482312070E-03  7.5017571457E-02 -4.8748142004E-02  9.3068388564E-01  1.7694948849E-02 -1.7280272921E-03
  2.5567684896E-02  1.0767976656E-02  2.9610798987E-02 -1.7852624700E-02  1.8810414107E-02 -7.0000353725E-03
 -5.2437843951E-02 -8.4040229597E-03 -1.4651207864E-03 -8.4291571126E-03 -2.1354990517E-02  3.4486861334E-02
  4.6961748336E-03  7.6006497941E-03  2.1054194897E-02 -4.2329681648E-02 -1.6837122051E-02  8.8620450316E-03
  1.8369702197E-03 -6.4195163398E-03 -1.8866370229E-02  3.0186378964E-02  1.5263108443E-02  1.1289919030E-02
  2.9767635222E-02  5.7942603523E-04 -1.3618599274E-02 -3.5176543833E-02  3.3888784142E-02 -1.4027770881E-02
     5   S    3.4699332692E-01
  3.1997077226E-04  5.2321608743E-04 -1.5462610327E-03 -1.0682265478E-02  9.9745434790E-01  7.3361558657E-03
  6.5583282235E-03  2.2980033778E-03 -1.9871587970E-03 -3.7787270528E-03  7.3927736461E-03  2.6092520862E-03
  2.4891659745E-03 -1.4956125991E-03  1.0583381490E-02  4.5597697907E-03  4.7765642911E-03  1.5142022022E-03
  9.3113299197E-03 -4.8867759051E-05 -4.3584107116E-03  6.9336327085E-03 -2.0408837472E-04  2.6966266061E-03
