 
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    Sym.
 
 ================================================================================
 
      0.663        0.00045633         6   ->     7        1.000       0.614      S
      4.842        0.00239756         5   ->     7        1.000       4.817      S
      5.192        0.00285360         4   ->     7        1.000       5.159      S
      6.044        0.14218071         3   ->     7        1.000       5.311      S
      9.442        0.01021199         2   ->     7        1.000       9.400      S
     14.656        0.01110926         1   ->     7        1.000      14.620      S
     15.564        0.05505764         6   ->     8        1.000      15.436      S
     15.995        0.07538797         6   ->     9        1.000      15.764      S
