#      REAL   NALLORB   NKPOINT
          T        24         1
#   IKPOINT
          1
# MATRIX
  -5.048917200000000E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -2.678505625148199E-01  -2.661009564382447E-02  -2.881445071014706E-03   2.595200805193689E-01  -3.251373159763835E-01  -3.240583084511195E-01  -4.820926131830894E-02  -6.250590998063001E-02                     NaN                     NaN                     NaN                     NaN  -2.684965500390497E-01  -2.655057906682189E-02  -2.791052749264757E-03   2.600354961694044E-01  -3.255805445137927E-01  -3.242261109848480E-01  -4.838062869148530E-02  -6.212434119803059E-02
   0.000000000000000E+00  -1.943551100000000E-01   0.000000000000000E+00   0.000000000000000E+00   3.227494595154091E-02  -1.017171981871291E-01   4.180909993438441E-04  -3.765576200136563E-02  -1.128170636845870E-02  -1.453494971747104E-01   2.171381112885141E-02  -2.774959397572539E-02   0.000000000000000E+00                     NaN                     NaN                     NaN   3.220654991403408E-02  -1.020594264925149E-01   4.032983051294968E-04  -3.757430772537523E-02  -1.058520934823054E-02  -1.453784688921733E-01   2.191375143663547E-02  -2.754538070332365E-02
   0.000000000000000E+00   0.000000000000000E+00  -1.943551100000000E-01   0.000000000000000E+00   3.494857184059622E-03   4.180909993438441E-04  -1.055329888450211E-01  -4.077512958481931E-03   2.343366707215284E-01  -2.193867854206134E-01  -1.652779466971639E-02   1.223296850066608E-03   0.000000000000000E+00                     NaN                     NaN                     NaN   3.385620308154630E-03   4.032983051294968E-04  -1.058535057258465E-01  -3.949890306146972E-03   2.348010150093772E-01  -2.194943404934523E-01  -1.648268716692950E-02   1.327704540381212E-03
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -1.943551100000000E-01  -3.147676236949578E-01  -3.765576200136563E-02  -4.077512958481931E-03   2.616668067194476E-01   1.470274613389696E-01   8.366866227340407E-02  -5.088870347672449E-02  -6.656143372126773E-02   0.000000000000000E+00                     NaN                     NaN                     NaN  -3.154298882040545E-01  -3.757430772537523E-02  -3.949890306146972E-03   2.621056299735596E-01   1.468986775321309E-01   8.370817152003165E-02  -5.101826281338670E-02  -6.623813799682762E-02
  -2.678505625148199E-01   3.227494595154091E-02   3.494857184059622E-03  -3.147676236949578E-01  -6.400000000000000E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -3.588017082113541E-02  -4.778916170982059E-02  -4.134173548254906E-01  -4.117502922222344E-01  -2.684459041044305E-01   3.232232098153322E-02   3.502584763125761E-03  -3.153654999017650E-01                     NaN                     NaN                     NaN                     NaN  -3.604122475582091E-02  -4.782262565426867E-02  -4.138791449385717E-01  -4.111324596104601E-01
  -2.661009564382447E-02  -1.017171981871291E-01   4.180909993438441E-04  -3.765576200136563E-02   0.000000000000000E+00  -2.607279800000000E-01   0.000000000000000E+00   0.000000000000000E+00  -3.668173738773915E-03  -1.873601555878873E-02   2.045670593378891E-01  -2.850392135162672E-01  -2.664626480787734E-02  -1.020062305083323E-01   4.188013771304957E-04  -3.770801125179343E-02   0.000000000000000E+00                     NaN                     NaN                     NaN  -3.630745722723920E-03  -1.874154291208140E-02   2.062342440325190E-01  -2.842594631939014E-01
  -2.881445071014706E-03   4.180909993438441E-04  -1.055329888450211E-01  -4.077512958481931E-03   0.000000000000000E+00   0.000000000000000E+00  -2.607279800000000E-01   0.000000000000000E+00   1.744777106876923E-02  -2.295777164912362E-02  -1.950473238332210E-01   5.710578309276429E-03  -2.887503071441195E-03   4.188013771304957E-04  -1.058256025629497E-01  -4.086201165249408E-03   0.000000000000000E+00                     NaN                     NaN                     NaN   1.752940302146361E-02  -2.296875512506679E-02  -1.941131820456386E-01   6.676101909722030E-03
   2.595200805193689E-01  -3.765576200136563E-02  -4.077512958481931E-03   2.616668067194476E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -2.607279800000000E-01   3.857757977272756E-02   4.564319092764758E-02  -1.442031237456312E-01  -1.370258458022835E-01   2.599848144089693E-01  -3.770801125179343E-02  -4.086201165249408E-03   2.620421300232787E-01   0.000000000000000E+00                     NaN                     NaN                     NaN   3.872629396190944E-02   4.567438617286270E-02  -1.436935550163103E-01  -1.377498433088059E-01
  -3.251373159763835E-01  -1.128170636845870E-02   2.343366707215284E-01   1.470274613389696E-01  -3.588017082113541E-02  -3.668173738773915E-03   1.744777106876923E-02   3.857757977272756E-02  -2.386004000000000E-01  -5.870721502712326E-02  -4.198233512137481E-03  -9.890038177686836E-03  -3.248729901327002E-01  -1.131326690597134E-02   2.340574915032842E-01   1.471357659676775E-01  -3.596149103220429E-02  -3.662705768332824E-03   1.749943279577722E-02   3.864669796271942E-02   7.000000000000000E+00  -5.873918235395678E-02  -4.230241076920155E-03  -9.846011873713903E-03
  -3.240583084511195E-01  -1.453494971747104E-01  -2.193867854206134E-01   8.366866227340407E-02  -4.778916170982059E-02  -1.873601555878873E-02  -2.295777164912362E-02   4.564319092764758E-02  -5.870721502712326E-02  -2.386004000000000E-01  -1.199542791204304E-02  -2.103321798593632E-02  -3.238637194525001E-01  -1.452673762653160E-01  -2.191972307417437E-01   8.387666474781677E-02  -4.795953440853271E-02  -1.878714331733078E-02  -2.302978216243867E-02   4.578443565478021E-02  -5.864452371344046E-02   7.000000000000000E+00  -1.197582267463798E-02  -2.083808801406991E-02
