 
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    Sym.
 
 ================================================================================
 
      0.691        0.00036792         6   ->     7        1.000       0.664      S
      4.489        0.00246667         5   ->     7        0.988       4.437      S
      4.696        0.00194544         3   ->     7        0.995       4.682      S
      5.240        0.10259957         4   ->     7        0.980       4.595      S
      9.332        0.00662315         2   ->     7        1.000       9.301      S
     11.673        0.00634207         6   ->     8        1.000      11.637      S
     13.904        0.00775665         1   ->     7        1.000      13.876      S
     15.301        0.03355367         6   ->     9        0.997      15.146      S
