 36 8
     1   S    2.5397003741E-02
 -9.8030010168E-01 -1.2297783971E-02 -3.1869588178E-02  1.0410987326E-02  9.9393784991E-04 -1.8656968251E-03
 -2.0081824778E-03  5.9145419110E-03  1.0012737829E-02  5.3650007999E-03  1.3728482897E-02  1.2578194465E-03
  5.1000120910E-03 -5.1948437643E-04 -5.4963946000E-03 -5.2972867998E-03 -5.5164319211E-03  7.3927041943E-04
 -3.1385026638E-04  5.2541582103E-03  2.7607603104E-03  2.7690318563E-03 -3.2153417109E-03 -2.1798952448E-03
  2.3028669489E-03  9.4648169723E-04  6.7449226859E-03 -7.3338384772E-04  2.8435422922E-03 -5.9016808413E-03
  3.3283821814E-03  1.9997828072E-03 -2.4148169601E-03 -5.2196747797E-03 -1.4489280626E-03  2.9795635359E-03
     2   S    1.6495352459E-01
 -7.5105633965E-05 -9.2515709076E-01  3.6588926040E-01 -5.8024784333E-02  7.4813342693E-04  1.1233481044E-03
 -1.4740305349E-03  3.5975985052E-04 -1.2517682068E-02 -1.2500337527E-03 -9.2985105009E-03 -7.1426629970E-03
  3.3849597481E-03  1.4581620684E-03 -3.0969797756E-03 -6.0520642289E-03 -1.4688022492E-02  4.9078036748E-03
  2.9761630546E-03  3.0516836100E-03  6.4820211476E-03 -4.5175751177E-03  3.4638970541E-03  1.7927074152E-03
  6.2710537895E-03  8.8671576200E-03 -4.4794123335E-03  2.3048212253E-04  1.3643737006E-03 -2.4507501237E-03
  2.2684841590E-03  3.3130481972E-03  2.7745008862E-03 -5.7889466563E-04 -1.7705724260E-04 -2.5315751510E-03
     3   S    1.7257138869E-01
  7.7616182028E-05 -5.7875127264E-02 -2.9942665405E-01 -9.4972376446E-01  3.7446121788E-03  2.7120519488E-03
 -3.2836556590E-03 -7.7207346908E-03 -3.7124505819E-03 -1.3217754273E-03 -2.0774812677E-03  1.8770831263E-03
  1.6920719722E-03 -4.6168978566E-03  4.0132757448E-03  5.5227269881E-03  2.1819385836E-03 -3.1425101533E-03
  2.2417149615E-03  1.8970390824E-04  1.2075315256E-04 -1.1744696928E-03  1.0196042602E-02  2.4278070832E-03
 -5.9410888308E-03  3.2876195167E-03 -5.0591910043E-03 -1.2916724509E-03  3.2506451542E-03 -6.9434844033E-03
  5.0126093634E-03 -1.8356855267E-04 -5.0216882966E-04 -4.5981256658E-03  2.8415531263E-03 -2.4428647483E-03
     4   S    1.9256269468E-01
  4.7982550353E-03 -3.3055289545E-01 -8.2285754186E-01  2.8590268471E-01  1.7056018435E-02  2.6081592998E-02
 -2.9486136145E-03 -2.8033981240E-02 -6.8570569811E-02 -1.5450465233E-02 -1.0188351810E-01 -2.1619766910E-02
 -7.3990095972E-03  9.8694318971E-03 -8.5904882955E-03  2.5520415113E-03  9.0383837296E-03  9.4088549094E-03
  1.1912099746E-02 -1.7332146350E-02  1.5294434992E-02  8.2544501682E-03  1.6127555567E-02  2.1311637549E-03
  3.3222857739E-03  3.9012155460E-03 -5.4193788409E-02 -1.3473502811E-02  5.0064745538E-03 -4.4095852520E-03
