 
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    Sym.
 
 ================================================================================
 
      6.066        0.00001121         6   ->     7        1.000       6.063      S
      8.804        0.13427404         5   ->     7        0.759       7.331      S
      9.058        0.13786116         4   ->     7        0.869       8.941      S
     10.017        0.00164783         3   ->     7        1.000      10.011      S
     12.624        0.00176379         2   ->     7        1.000      12.621      S
     16.152        0.47572561         6   ->     8        1.000      15.574      S
     16.845        0.00009208         5   ->     8        1.000      16.842      S
     18.562        0.02238466         4   ->     8        0.956      18.452      S
